,anime_id,name,genre,type,episodes,rating,members,vote count
2746,2815,Geragera Boes Monogatari,"Comedy, Kids",TV,52,7.17,869,38
11579,9009,Otome Juurin Yuugi: Maiden Infringement Play,Hentai,OVA,2,6.4,2673,38
11330,20379,Junk Land The Animation,"Hentai, School",OVA,1,6.8,2321,38
11264,28309,Oni Chichi 2: Harvest,Hentai,OVA,1,6.94,4310,38
11712,10570,Inshitsu Otaku ni Ikareru Kanojo,Hentai,OVA,3,6.21,2730,38
3797,7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,"Action, Demons, Fantasy, Historical, Military, Shoujo, Supernatural",Special,1,6.88,1756,38
11858,2872,Asgaldh: The Distortion Testament,Hentai,OVA,3,5.98,1527,38
2922,9798,Pandane to Tamago-hime,"Adventure, Fantasy",Movie,1,7.13,1995,38
11957,1763,Midnight Panther,"Action, Adventure, Fantasy, Hentai",OVA,2,5.84,1144,38
5736,2103,TO-Y,"Drama, Music, Shounen",OVA,1,6.37,1275,38
11539,18455,M Ogui: Last Order,Hentai,OVA,1,6.46,2331,38
11938,2588,Sinkan,Hentai,OVA,1,5.87,1494,38
5844,2770,SF Shinseiki Lensman,"Action, Adventure, Sci-Fi, Space",Movie,1,6.34,1405,38
6195,30168,Miss Monochrome: Watashi dake no Monogatari,Music,Music,1,6.22,1634,38
11896,2439,Hooligan,Hentai,OVA,2,5.93,1393,38
11831,3046,Shiroki Tenshi-tachi no Rondo,Hentai,OVA,2,6.02,1487,38
5467,10180,Otome Youkai Zakuro Picture Drama,"Demons, Historical, Romance, Seinen, Supernatural",Special,2,6.45,2747,38
11571,9467,Kanojo ga Mimai ni Konai Wake,"Drama, Hentai",OVA,3,6.41,2704,38
4473,2399,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,"Adventure, Comedy, Kids",OVA,1,6.72,1239,38
6922,3821,Portable Kuukou,"Music, Sci-Fi",Music,1,5.85,1515,38
11437,4278,Shishunki Shoujo,"Hentai, School",OVA,2,6.62,1843,38
11265,17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,Hentai,OVA,2,6.94,2898,38
5544,33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,"Action, Mecha, School, Sci-Fi, Seinen, Space",Special,1,6.42,2189,38
6760,30499,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,Slice of Life,Special,12,5.95,2111,38
6217,2304,Mobile Suit SD Gundam Mk IV,"Mecha, Parody, Sci-Fi",OVA,2,6.21,1756,38
6311,18953,Hitotsubu ni Kawaranu Ai wo Komete,"Magic, Slice of Life",ONA,1,6.17,1287,38
6795,4823,Youkai Ningen Bem (2006),Horror,TV,26,5.93,1070,38
11915,9434,Fighting of Ecstasy,Hentai,OVA,2,5.9,1902,38
5926,6992,Hoshi ni Negai wo: Fantastic Cat,"Adventure, Sci-Fi",ONA,1,6.31,1140,38
4054,2802,Candy Candy: Candy no Natsu Yasumi,"Drama, Shoujo, Slice of Life",Movie,1,6.81,1046,38
5419,1883,Kappa no Kaikata,Comedy,TV,26,6.46,1209,38
3232,26453,Tribe Cool Crew,"Music, School",TV,50,7.05,3334,38
6028,18755,Donyatsu,"Comedy, Sci-Fi, Seinen",Movie,12,6.27,2168,38
11801,1038,Mizuiro,Hentai,OVA,2,6.07,1383,37
11602,22119,PeroPero☆Teacher,Hentai,OVA,3,6.38,2478,37
4078,8235,Muumin (1972),"Adventure, Comedy, Fantasy, Slice of Life",TV,52,6.81,898,37
5872,15177,Macross FB7: Ore no Uta wo Kike!,"Action, Mecha, Music, Romance, Sci-Fi",Movie,1,6.33,2398,37
6770,12101,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,"Magic, Music",Music,1,5.94,1773,37
4888,20987,Yozakura Quartet: Yoza-Quar!,Comedy,Special,6,6.61,4545,37
11672,7458,Watashi no Shiranai Mesu no Kao,Hentai,OVA,1,6.28,2275,37
5613,2474,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3,6.4,1256,37
3992,10823,Ranma ½: 1994 Music Calendar,"Comedy, Martial Arts, Slice of Life",OVA,1,6.83,1730,37
3027,3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,"Comedy, Drama, Romance",Special,1,7.1,1672,37
11224,19859,Yokujou Bazooka The Animation,Hentai,OVA,1,7.06,2361,37
2208,3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678,37
5715,2760,Densetsu Kyojin Ideon: Sesshoku-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,6.37,1740,37
6790,23837,Meisou! Underworld,"Action, Supernatural, Thriller",ONA,1,5.93,1456,37
3544,313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",Movie,1,6.95,1564,37
6794,32879,Norn9: Norn+Nonet Recap,"Adventure, Fantasy, Josei, Romance",Special,1,5.93,2109,37
3610,17357,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,"Fantasy, Kids, Magic, Shoujo",Movie,1,6.93,1828,37
11692,18695,Toriko no Chigiri,Hentai,OVA,2,6.25,2016,37
5862,3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",OVA,1,6.33,1568,37
11676,23519,Enbi,Hentai,OVA,2,6.27,1507,37
6654,6189,Baton,"Adventure, Sci-Fi",Movie,3,6.01,1482,37
2438,4586,Daisuki! BuBu ChaCha,Kids,TV,26,7.26,800,37
7991,3801,Yami no Teio: Kyuuketsuki Dracula,Vampire,Special,1,4.24,1070,37
4719,2061,Gall Force 2: Destruction,"Action, Military, Sci-Fi, Space",OVA,1,6.65,1372,37
11535,14659,Hump Bang,Hentai,OVA,2,6.46,1775,37
4411,2912,Ohayo! Spank,"Comedy, Slice of Life",TV,63,6.73,981,37
11569,24273,Iinari! Saimin Kanojo,Hentai,OVA,2,6.41,2867,37
12070,1511,Gakuen: Chijoku no Zushiki,Hentai,OVA,2,5.61,1798,37
6020,2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.28,1056,37
7662,8064,Ashiaraiyashiki no Juunin-tachi.,"Action, Fantasy, Seinen, Supernatural",OVA,1,5.17,1604,37
11908,3681,Tokyo Requiem,"Demons, Hentai, Supernatural",OVA,2,5.92,1392,37
1340,4061,Grimm Masterpiece Theater II,"Adventure, Comedy, Fantasy, Kids, Magic",TV,23,7.58,1169,37
7601,10710,Houkago no Pleiades: Manner Movie,Magic,Movie,1,5.25,1773,37
11225,29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,Hentai,OVA,1,7.05,3541,37
3165,11809,gdgd Fairies,Comedy,TV,12,7.06,2284,37
4659,1012,Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials,"Comedy, Martial Arts, School, Shounen",Special,2,6.67,1029,37
11729,3254,Luv Wave,"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi",OVA,3,6.19,1258,37
11295,31189,Watashi ga Toriko ni Natte Yaru,Hentai,OVA,2,6.87,2330,37
5074,14675,Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi",Special,1,6.56,1787,37
5374,1903,Stratos 4: Logbook,"Action, Ecchi, Sci-Fi",Special,1,6.48,1090,37
3004,1857,Taiyou no Mokushiroku: A Spirit of the Sun,"Drama, Sci-Fi",Special,2,7.11,1433,37
8038,16610,No Littering,"Comedy, Horror",ONA,1,3.62,2018,37
5026,1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"Adventure, Comedy, Sci-Fi, Shounen",OVA,4,6.57,984,37
2921,3136,Ochamegami Monogatari: Korokoro Pollon,"Comedy, Magic, Parody",TV,46,7.13,1049,37
7843,2146,Canary,"Fantasy, Music, Romance, School",OVA,1,4.88,1212,37
4280,6008,Jewelpet,"Fantasy, Magic, Shoujo",TV,52,6.76,4197,37
11313,23047,Tennen Koi-iro Alcohol,Hentai,OVA,2,6.84,2571,37
11698,3452,Onna Kyoushi,Hentai,OVA,3,6.24,1570,37
3954,1247,Project BLUE Chikyuu SOS,"Adventure, Comedy, Sci-Fi, Shounen",TV,6,6.84,1892,37
2586,5200,Offside (TV),"Action, Drama, Sports",TV,39,7.22,1232,36
3009,3754,Tongari Boushi no Memole,"Fantasy, Magic, Shoujo",TV,50,7.11,1009,36
11981,2373,Mugen no Kyoukai,"Fantasy, Hentai, Supernatural",OVA,4,5.79,958,36
6279,1452,The Samurai,"Comedy, Romance, School, Shounen",OVA,1,6.19,839,36
5341,6251,Sketchbook: Full Color&#039;s Picture Drama,"Comedy, Slice of Life",Special,6,6.49,1487,36
4700,18799,Take Your Way,"Action, Music, Seinen, Supernatural",Music,1,6.66,1387,36
5461,10028,Magic Knight Rayearth Omake,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Special,5,6.45,1730,36
4140,2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.8,1120,36
6299,7004,Shin Calimero,Comedy,TV,52,6.18,1016,36
12020,3402,Sexy Sailor Soldiers,"Action, Comedy, Hentai, Super Power",OVA,1,5.72,1273,36
5993,4419,Catman,"Comedy, Fantasy, Slice of Life",ONA,7,6.28,1555,36
2702,32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Action, Adventure, Comedy, Fantasy, Romance",OVA,1,7.18,23370,36
7043,3127,California Crisis: Tsuigeki no Juuka,"Action, Adventure, Comedy",OVA,1,5.77,1604,36
6010,2083,Natsuki Crisis,"Action, Martial Arts, School",OVA,2,6.28,1186,36
11470,6337,Hitoriga The Animation,Hentai,OVA,4,6.56,2878,36
11196,32620,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,Hentai,OVA,1,7.12,2561,36
3381,15783,Lupin III: Touhou Kenbunroku - Another Page,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.01,1773,36
7469,5304,Akiba-chan,"Comedy, Kids, Slice of Life",TV,10,5.39,1383,36
3901,12343,Dirty Pair Flash 2,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,5,6.85,1539,36
3494,24347,Inazuma Eleven: Chou Jigen Dream Match,"Shounen, Sports, Super Power",Movie,1,6.97,2280,36
11948,2444,Maids in Dream,Hentai,OVA,2,5.85,1294,36
7817,19297,Ketsuekigata-kun! Featuring Yuri &amp; Nasuno,Comedy,Special,1,4.93,1783,36
7739,23023,Peaceful Times (F02) Petit Film,Music,Music,1,5.07,1650,36
5588,4513,Hakujaden,"Adventure, Fantasy, Historical, Romance",Movie,1,6.41,1542,36
6376,2754,Cleopatra D.C.,"Action, Adventure, Sci-Fi",OVA,3,6.14,1074,36
2437,8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.26,1479,36
3400,3631,Aoi Blink,"Adventure, Fantasy",TV,39,7.0,931,36
12128,9600,G-Taste (2010),"Ecchi, Yuri",OVA,1,5.49,1445,36
7344,2941,Elysium,"Action, Mecha, Sci-Fi",Movie,1,5.52,950,36
2419,2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,1188,36
11617,12955,Cele Kano,Hentai,OVA,2,6.36,1947,36
2584,4375,Kyoro-chan,"Adventure, Comedy, Fantasy",TV,91,7.22,1124,36
11641,2378,Kisaku Spirit,Hentai,OVA,3,6.33,1396,36
7262,2719,MapleStory,"Action, Comedy, Fantasy, Kids, Romance",TV,25,5.59,3327,36
6900,2278,Mahou Yuugi 3D,"Comedy, Magic",OVA,1,5.86,1148,36
2634,367,Akazukin Chacha OVA,"Comedy, Fantasy, Magic",OVA,3,7.2,1659,36
11909,2344,Choujin Densetsu Urotsukidouji: Inferno Road,"Demons, Fantasy, Hentai, Horror, Sci-Fi",OVA,3,5.91,1210,36
1158,9839,Detective Conan: Black History 2,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.65,2718,36
7084,28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Slice of Life,Special,1,5.74,1628,36
5496,33205,StarFox Zero: The Battle Begins,"Action, Sci-Fi, Space",ONA,1,6.44,1885,36
1593,30829,Love Live! School Idol Project 2nd Season Recap,"Music, School, Slice of Life",OVA,1,7.5,3213,36
7597,2181,TANK S.W.A.T. 01,Mecha,OVA,1,5.26,1332,35
4101,28789,3-gatsu no Lion meets Bump of Chicken,"Drama, Music, Seinen",Music,1,6.8,2160,35
11973,3649,Bishoujo Comic Lolicon Angel: Mitsu no Aji,Hentai,OVA,1,5.8,1445,35
4469,4514,Seton Doubutsuki: Kuma no Ko Jacky,"Adventure, Drama, Historical",TV,26,6.72,819,35
11518,11465,Tsuma no Haha Sayuri,Hentai,OVA,2,6.49,2071,35
11978,3454,Kowaremono,Hentai,OVA,3,5.8,1445,35
2863,28841,"Wake Up, Girls! Seishun no Kage","Drama, Music",Movie,1,7.15,3560,35
6115,3509,Riki-Oh: Toukatsu Jigoku,"Action, Martial Arts, Seinen, Super Power",OVA,1,6.25,1319,35
3353,2715,Totsuzen! Neko no Kuni Banipal Witt,Adventure,Movie,1,7.02,1138,35
11841,3569,Injuu Seisen: Twin Angels,"Hentai, Horror",OVA,4,6.0,1169,35
5397,31168,Pokemon XY: Odemashi Ko Majin Hoopa,"Action, Fantasy, Kids",OVA,1,6.47,1829,35
4682,3054,La Seine no Hoshi,"Adventure, Drama, Historical, Shoujo",TV,39,6.66,964,35
11789,7264,Onmyouji Ayakashi no Megami: Inran Jubaku,Hentai,OVA,2,6.1,1818,35
3057,2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072,35
11324,23033,Furueru Kuchibiru,Hentai,OVA,1,6.82,3285,35
1963,2648,Doraemon: 2112-nen Doraemon Tanjou,"Comedy, Fantasy, Kids",Movie,1,7.39,1277,35
2601,8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.21,1517,35
4172,1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"Action, Adventure, Sci-Fi",TV,26,6.79,2430,35
4239,3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,"Action, Mecha, Sci-Fi, Shounen",Movie,1,6.77,1179,35
11249,31118,Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,"Demons, Harem, Hentai, School, Supernatural",OVA,1,6.98,2713,35
7671,6769,Mura Matsuri,Music,Movie,1,5.16,997,35
6197,8312,Piece,Music,Music,1,6.22,1143,35
5136,1677,Cosmo Warrior Zero Gaiden,"Adventure, Drama, Military, Sci-Fi, Space",Special,2,6.54,1215,35
6707,7518,Boku wa Kuma,"Kids, Music, Slice of Life",Music,1,5.98,985,35
6459,7174,Usaru-san,Kids,Special,4,6.11,822,35
2153,33074,Lupin III (2015) Specials,"Action, Adventure, Comedy, Shounen",Special,2,7.34,1353,35
11635,14657,Netorare Zuma,Hentai,OVA,1,6.34,2239,35
1656,2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.47,1269,35
7560,31491,Hantsu x Trash,"Comedy, Ecchi, Romance, School, Seinen, Sports",OVA,3,5.29,6850,35
2289,12651,Danball Senki W,"Action, Kids, Mecha",TV,58,7.3,2088,35
7233,32950,RS Keikaku: Rebirth Storage,Mecha,Special,1,5.62,4648,35
11697,3442,Ninpou Midare Karakuri,Hentai,OVA,2,6.24,1254,35
3733,2938,Idol Densetsu Eriko,Music,TV,51,6.9,1776,35
11186,29808,Namaiki: Kissuisou e Youkoso! The Animation,Hentai,OVA,1,7.15,3475,35
3024,33740,Katekyo Hitman Reborn! x ēlDLIVE Special,"Shounen, Super Power",Special,1,7.1,4371,35
4348,12935,Utakata Hanabi,Music,Music,1,6.75,1375,35
11331,21349,Kichiku: Haha Shimai Choukyou Nikki,Hentai,OVA,3,6.8,2143,35
6196,2851,Ninku (Movie),"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",Movie,1,6.22,887,35
6549,7953,Defend Love,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",Music,1,6.06,1162,35
2847,3483,Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,"Comedy, Drama, Romance",OVA,1,7.15,1458,35
11255,22347,Pandra The Animation: Shiroki Yokubou Kuro no Kibou,"Demons, Fantasy, Hentai, Supernatural",OVA,2,6.96,2889,35
2678,2998,Hi no Tori: Uchuu-hen,"Drama, Fantasy, Sci-Fi",OVA,1,7.19,1158,35
3351,2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",TV,52,7.02,656,35
5176,1083,Human Crossing,"Drama, Slice of Life, Sports",TV,13,6.53,1739,35
3959,7329,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,"Adventure, Comedy, Kids",Movie,1,6.84,1472,35
2838,2819,Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen",TV,43,7.15,2104,35
11167,30702,Victorian Maid Maria no Houshi,Hentai,OVA,1,7.25,2453,35
4294,16718,SKET Dance: SD Character Flash Anime,"Comedy, School, Shounen",ONA,16,6.76,2017,35
2956,6182,Maihime,"Drama, Historical, Romance",OVA,1,7.12,1120,34
5121,3864,Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen",Special,4,6.55,1122,34
11508,9588,Kyouiku Shidou The Animation,Hentai,OVA,1,6.5,2438,34
4958,21571,"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure, Comedy, Fantasy, Kids",Movie,1,6.59,2213,34
11866,7611,Issho ni Ecchi,Hentai,OVA,1,5.97,1958,34
6272,1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"Comedy, Fantasy, Magic",Movie,1,6.19,833,34
7120,3743,Murder,"Mystery, Parody, Vampire",Movie,1,5.71,963,34
4494,1839,Jagainu-kun,"Adventure, Fantasy, Kids, Shoujo, Slice of Life",TV,26,6.71,1012,34
6774,1866,Seirei Tsukai,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",Movie,1,5.94,1693,34
3509,8017,Soukou Kihei Votoms: Gen-ei Hen,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6,6.97,1454,34
11816,13559,Lovely Day: Boku to Kanojo no Nana Nichikan,Hentai,OVA,1,6.04,2079,34
5767,2840,Youkoso Lodoss-tou e!,"Comedy, Parody",Movie,1,6.36,1156,34
11791,2440,Suki da yo!,Hentai,OVA,2,6.09,1201,34
11660,3582,Mashou no Kao,Hentai,OVA,1,6.29,1391,34
6979,1831,Iczer-Girl Iczelion,"Action, Adventure, Sci-Fi",OVA,2,5.81,1194,34
5146,13159,Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life",TV,60,6.54,5677,34
6403,12755,Mahoutsukai Jiji,"Fantasy, Magic, Music",ONA,1,6.13,1039,34
12130,2979,Akiko,Hentai,OVA,2,5.48,1453,34
7303,6491,Scandal,"Music, Slice of Life",ONA,12,5.56,1062,34
11857,1770,Unbalance,Hentai,OVA,3,5.99,1320,34
7235,13479,Uchuu Kyoudai: Apo&#039;s Dream,"Comedy, Sci-Fi, Space",OVA,1,5.62,2323,34
2952,968,Kakutou Bijin Wulong: Rebirth,"Action, Comedy, Martial Arts, School, Shounen",TV,25,7.12,1895,34
12019,4492,Seisen Gakuin,Hentai,OVA,1,5.72,1628,34
5950,1899,Masou Kishin Cybuster,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.3,1342,34
11779,3557,Shoujo Auction,Hentai,OVA,2,6.12,1278,34
11708,4701,Yama Hime no Mi,Hentai,OVA,3,6.22,2185,34
1824,32953,Koi ni Naritai Aquarium,Music,Music,1,7.43,1683,34
4549,2801,Candy Candy: Haru no Yobigoe,"Drama, Shoujo, Slice of Life",Movie,1,6.69,967,34
6984,2078,Landlock,"Adventure, Fantasy, Sci-Fi",OVA,2,5.81,965,34
2140,6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.34,1191,34
2321,4071,Black Jack (TV): Hizouban Specials,Adventure,Special,2,7.29,1707,34
12106,4034,Sailor Senshi Venus♥Five,"Hentai, Parody, Super Power",OVA,2,5.53,909,34
6573,33798,Cheer Danshi!! Recap,"School, Sports",Special,1,6.06,2537,34
6969,6038,Transformers Zone,"Mecha, Sci-Fi",OVA,1,5.82,791,34
7635,28761,00:08,Dementia,Movie,1,5.21,2386,34
4536,23,Ring ni Kakero 1,"Action, Shounen, Sports",TV,12,6.7,2224,34
3997,2612,Spoon Oba-san,"Kids, Magic",TV,130,6.83,955,34
7061,4939,Macross Fufonfia,"Comedy, Parody",ONA,20,5.76,2189,34
1644,30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",Special,1,7.48,7170,34
5368,24763,Robot Girls Z Specials,"Comedy, Mecha, Parody",Special,3,6.48,1592,34
11,28851,Koe no Katachi,"Drama, School, Shounen",Movie,1,9.05,102733,34
11599,19857,Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,Hentai,OVA,1,6.39,2124,34
4797,2062,Gall Force 3: Stardust War,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281,34
1425,2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,TV,12,7.55,1846,34
6098,2545,Huckleberry no Bouken,"Adventure, Drama, Historical",TV,26,6.25,748,34
3148,4810,Shinzou Ningen Casshern,Action,TV,35,7.07,2822,34
11510,13325,Crimson Girls: Chikan Shihai,Hentai,OVA,3,6.49,3292,34
4441,12347,Dirty Pair Flash 3,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,5,6.72,1450,34
4086,3024,Ribbon no Kishi,"Action, Fantasy, Mystery, Romance",TV,52,6.81,1654,34
11417,24967,Ane Kyun!: Joshi ga Ie ni Kita!,Hentai,OVA,1,6.64,2696,34
2439,2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,Movie,1,7.26,1181,33
2450,3946,Jarinko Chie,"Comedy, Drama, Slice of Life",Movie,1,7.26,1406,33
2049,8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",Comedy,Movie,1,7.37,1577,33
2490,3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,40,7.25,1270,33
7784,1529,De:vadasy,"Action, Ecchi, Mecha, Psychological",OVA,3,5.01,1269,33
6923,2522,Rakushou! Hyper Doll,"Adventure, Comedy, Magic, Sci-Fi, Shounen",OVA,2,5.85,937,33
7588,1855,JaJa Uma! Quartet,"Adventure, Comedy, Fantasy, Magic, Shounen",OVA,2,5.26,869,33
11647,16187,"Marriage Blue: &quot;Konyakusha ga Iru no ni, Doushite Konna Otoko ni......&quot;",Hentai,OVA,1,6.32,1755,33
11630,5213,Houkago 2: Saiyuri,Hentai,OVA,1,6.34,2150,33
2434,31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",Special,6,7.27,3817,33
5992,13143,Baku Tech! Bakugan,"Action, Game, Shounen",TV,51,6.28,1752,33
4435,3952,Blue Seed 1.5,"Comedy, Romance, Sci-Fi",OVA,2,6.72,1326,33
871,30952,New Initial D Movie: Legend 3 - Mugen,"Cars, Seinen, Sports",Movie,1,7.79,3479,33
6767,5842,Kotatsu Neko (ONA),Comedy,ONA,2,5.94,678,33
6586,20961,Parol no Miraijima,"Action, Adventure, Fantasy",Movie,1,6.05,1541,33
2749,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",TV,52,7.17,1414,33
12129,2977,Youjuu Sensen Adventure Kid,"Demons, Fantasy, Hentai, Horror",OVA,3,5.49,1152,33
6327,25635,Space☆Dandy Picture Drama,"Comedy, Sci-Fi, Space",Special,2,6.17,2399,33
2227,1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",TV,52,7.32,2387,33
2965,10592,Scryed Alteration I: Tao,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.13,3108,33
1611,2820,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids",TV,39,7.49,957,33
6926,1766,Youseiki Suikoden,"Action, Fantasy, Martial Arts",OVA,1,5.85,1240,33
12127,2350,Ail Maniax: Inma Seifukugari &amp; Majogari no Yoru ni,"Demons, Hentai",OVA,3,5.49,1793,33
7444,1075,Netrun-mon the Movie,Comedy,OVA,1,5.42,961,33
1889,3203,Chibi Maruko-chan Movie,"Comedy, School, Shoujo",Movie,1,7.41,980,33
3483,10549,Precure All Stars GoGo Dream Live!,"Action, Fantasy, Magic, Shoujo",Special,1,6.98,1642,33
3231,30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,"Fantasy, Magic",OVA,1,7.05,2540,33
5808,27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,"Comedy, Ecchi, Romance, Shounen, Slice of Life",OVA,6,6.34,2866,33
11849,4541,Vicious,Hentai,OVA,2,6.0,1073,33
11490,30128,Allargando The Animation,Hentai,OVA,1,6.53,2115,33
11710,10327,Cosplay Roshutsu Kenkyuukai,Hentai,OVA,2,6.21,2401,33
11994,3908,Injuu Kyoushi,"Demons, Hentai, Horror",OVA,4,5.76,1321,33
3981,2457,Majokko Tsukune-chan,"Comedy, Magic, Seinen",OVA,6,6.83,1622,33
11806,9718,Gitai Saimin,Hentai,OVA,2,6.06,1594,33
11706,10429,Otoko no Ko Ojousama,Hentai,OVA,1,6.22,1572,33
2776,751,Bomberman Jetters,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876,33
11940,3439,Darcrows,Hentai,OVA,2,5.86,1624,33
4564,2456,Mori no Densetsu,"Adventure, Drama, Fantasy, Music",Movie,1,6.69,1032,33
5437,3472,Tenrankai no E,Comedy,Movie,1,6.46,1065,33
6823,2574,Kashi no Ki Mokku,"Adventure, Fantasy",TV,52,5.91,787,33
11950,4350,Megami Kyouju,"Hentai, Horror, Military, Sci-Fi, Supernatural",OVA,2,5.85,1269,33
7367,15891,Zekkyou Gakkyuu,"Shoujo, Supernatural",Special,3,5.5,1651,33
11669,11969,Love Bitch: Yasashii Onna,Hentai,OVA,1,6.28,1945,33
11944,3551,Dragon Rider,Hentai,OVA,2,5.85,1049,33
5625,6227,Lovedol: Lovely Idol OVA,"Comedy, Drama, Ecchi, Harem, Music",OVA,1,6.4,1135,33
12162,3981,Shokuzai no Kyoushitsu,Hentai,OVA,2,5.42,1483,33
5601,18639,Rinne no Lagrange Season 2 Specials,Comedy,Special,6,6.41,1599,32
2462,3624,Seimei no Kagaku: Micro Patrol,Adventure,TV,26,7.26,801,32
4611,21451,Nihonbashi Koukashita R Keikaku,Music,Music,1,6.68,1325,32
6977,25943,Hacka Doll,Fantasy,Special,2,5.81,2961,32
5160,2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy, Kids",Movie,1,6.54,699,32
1891,2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure, Fantasy, Kids, Shounen",Movie,1,7.41,1240,32
7049,6667,Love to Live By,Music,Music,1,5.77,911,32
